activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,143215,[],CHEMBL676068,Inhibition of heregulin-stimulated autophosphorylation of erbB2 in MDA-MB 453 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001.0,"{'bei': '13.44', 'le': '0.29', 'lle': '2.98', 'sei': '6.73'}",CHEMBL345109,,CHEMBL345109,6.68,0,http://www.openphacts.org/units/Nanomolar,265481,=,1,1,=,,IC50,nM,,207.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,207.0
,144109,[],CHEMBL698843,Inhibition of human epidermal growth factor receptor-2 autophosphorylation,F,,,BAO_0000190,BAO_0000019,assay format,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,,,CHEMBL1135208,Bioorg Med Chem Lett,2002.0,,CHEMBL607707,PELITINIB,CHEMBL607707,5.91,0,http://www.openphacts.org/units/Nanomolar,182227,=,1,1,=,,IC50,nM,,1229.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,1.229
,150201,[],CHEMBL683805,Inhibition of HER2 kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cnc(CSc2cnc(NC(C)=O)s2)o1,,,CHEMBL1135763,J Med Chem,2002.0,,CHEMBL125401,,CHEMBL125401,,0,http://www.openphacts.org/units/Nanomolar,243856,>,1,1,>,,IC50,nM,,25000.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,25000.0
,161215,[],CHEMBL683805,Inhibition of HER2 kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1cnc(CSc2cnc(NC(=O)Cc3ccc(CNC(CO)CO)cc3)s2)o1,,,CHEMBL1135763,J Med Chem,2002.0,,CHEMBL300936,,CHEMBL300936,,0,http://www.openphacts.org/units/Nanomolar,243873,>,1,1,>,,IC50,nM,,25000.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,25000.0
,182066,[],CHEMBL683805,Inhibition of HER2 kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,,,CHEMBL1135763,J Med Chem,2002.0,"{'bei': '11.95', 'le': '0.23', 'lle': '1.50', 'sei': '5.10'}",CHEMBL428690,ALVOCIDIB,CHEMBL428690,4.80,0,http://www.openphacts.org/units/Nanomolar,243847,=,1,1,=,,IC50,nM,,15800.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,15800.0
,183888,[],CHEMBL682312,Inhibitory activity against ERBB2 receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004.0,"{'bei': '19.16', 'le': '0.35', 'lle': '1.92', 'sei': '9.78'}",CHEMBL14932,,CHEMBL14932,6.58,0,http://www.openphacts.org/units/Nanomolar,15404,=,1,1,=,,IC50,nM,,263.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,263.0
,186629,[],CHEMBL682312,Inhibitory activity against ERBB2 receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004.0,"{'bei': '15.55', 'le': '0.29', 'lle': '2.71', 'sei': '8.19'}",CHEMBL553,ERLOTINIB,CHEMBL553,6.12,1,http://www.openphacts.org/units/Nanomolar,15410,=,1,1,=,,IC50,nM,,760.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,0.76
,186631,[],CHEMBL682312,Inhibitory activity against ERBB2 receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004.0,"{'bei': '14.81', 'le': '0.29', 'lle': '2.34', 'sei': '9.63'}",CHEMBL939,GEFITINIB,CHEMBL939,6.62,1,http://www.openphacts.org/units/Nanomolar,15409,=,1,1,=,,IC50,nM,,240.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,0.24
,189083,[],CHEMBL682312,Inhibitory activity against ERBB2 receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004.0,"{'bei': '13.49', 'le': '0.26', 'lle': '2.27', 'sei': '6.86'}",CHEMBL15346,,CHEMBL15346,7.02,0,http://www.openphacts.org/units/Nanomolar,15418,=,1,1,=,,IC50,nM,,95.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,95.0
,189085,[],CHEMBL682312,Inhibitory activity against ERBB2 receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004.0,"{'bei': '18.21', 'le': '0.33', 'lle': '1.55', 'sei': '11.57'}",CHEMBL15202,,CHEMBL15202,6.51,0,http://www.openphacts.org/units/Nanomolar,15405,=,1,1,=,,IC50,nM,,309.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,309.0
,190222,[],CHEMBL682312,Inhibitory activity against ERBB2 receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004.0,"{'bei': '13.85', 'le': '0.27', 'lle': '1.91', 'sei': '7.57'}",CHEMBL554,LAPATINIB,CHEMBL554,8.05,1,http://www.openphacts.org/units/Nanomolar,15408,=,1,1,=,,IC50,nM,,9.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,0.009
,191496,[],CHEMBL682312,Inhibitory activity against ERBB2 receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(F)(F)F,,,CHEMBL1146682,Bioorg Med Chem Lett,2004.0,"{'bei': '13.58', 'le': '0.26', 'lle': '1.14', 'sei': '8.12'}",CHEMBL14627,,CHEMBL14627,6.93,0,http://www.openphacts.org/units/Nanomolar,15407,=,1,1,=,,IC50,nM,,117.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,117.0
,198301,[],CHEMBL682312,Inhibitory activity against ERBB2 receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004.0,"{'bei': '14.30', 'le': '0.29', 'lle': '2.72', 'sei': '7.16'}",CHEMBL460731,,CHEMBL460731,6.68,0,http://www.openphacts.org/units/Nanomolar,15414,=,1,1,=,,IC50,nM,,210.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,210.0
,198303,[],CHEMBL650384,Inhibition of erbB2 overexpressing BT474 (breast carcinoma) cell line proliferation,F,,,BAO_0000190,BAO_0000019,assay format,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004.0,,CHEMBL460731,,CHEMBL460731,5.86,0,http://www.openphacts.org/units/Nanomolar,15414,=,1,1,=,,IC50,nM,,1380.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,1.38
,199647,[],CHEMBL682312,Inhibitory activity against ERBB2 receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004.0,"{'bei': '13.96', 'le': '0.28', 'lle': '2.46', 'sei': '7.81'}",CHEMBL514436,,CHEMBL514436,8.00,0,http://www.openphacts.org/units/Nanomolar,15412,=,1,1,=,,IC50,nM,,10.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,10.0
,200876,[],CHEMBL682312,Inhibitory activity against ERBB2 receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004.0,"{'bei': '13.09', 'le': '0.25', 'lle': '2.27', 'sei': '6.47'}",CHEMBL14952,,CHEMBL14952,6.63,0,http://www.openphacts.org/units/Nanomolar,15406,=,1,1,=,,IC50,nM,,234.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,234.0
,203324,[],CHEMBL682312,Inhibitory activity against ERBB2 receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCN(CCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(=O)C(F)(F)F,,,CHEMBL1146682,Bioorg Med Chem Lett,2004.0,"{'bei': '9.75', 'le': '0.19', 'lle': '0.46', 'sei': '5.43'}",CHEMBL273789,,CHEMBL273789,6.01,0,http://www.openphacts.org/units/Nanomolar,15419,=,1,1,=,,IC50,nM,,977.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,977.0
,203326,[],CHEMBL682312,Inhibitory activity against ERBB2 receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004.0,"{'bei': '15.12', 'le': '0.29', 'lle': '3.48', 'sei': '7.11'}",CHEMBL517907,GW680191X,CHEMBL517907,6.63,0,http://www.openphacts.org/units/Nanomolar,15415,=,1,1,=,,IC50,nM,,234.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,234.0
,203328,[],CHEMBL650384,Inhibition of erbB2 overexpressing BT474 (breast carcinoma) cell line proliferation,F,,,BAO_0000190,BAO_0000019,assay format,C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004.0,,CHEMBL517907,GW680191X,CHEMBL517907,5.78,0,http://www.openphacts.org/units/Nanomolar,15415,=,1,1,=,,IC50,nM,,1680.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,1.68
,203330,[],CHEMBL682312,Inhibitory activity against ERBB2 receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(S(=O)(=O)c4ccccc4)cc3)c2c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004.0,"{'bei': '12.32', 'le': '0.25', 'lle': '2.83', 'sei': '5.37'}",CHEMBL460732,,CHEMBL460732,6.83,0,http://www.openphacts.org/units/Nanomolar,15413,=,1,1,=,,IC50,nM,,147.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,147.0
,204579,[],CHEMBL682312,Inhibitory activity against ERBB2 receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,C=CCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004.0,"{'bei': '16.85', 'le': '0.30', 'lle': '0.94', 'sei': '11.48'}",CHEMBL540701,,CHEMBL540701,6.46,0,http://www.openphacts.org/units/Nanomolar,15417,=,1,1,=,,IC50,nM,,347.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,347.0
,210449,[],CHEMBL682312,Inhibitory activity against ERBB2 receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004.0,"{'bei': '13.72', 'le': '0.26', 'lle': '3.02', 'sei': '6.95'}",CHEMBL493428,,CHEMBL493428,7.72,0,http://www.openphacts.org/units/Nanomolar,15411,=,1,1,=,,IC50,nM,,19.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,19.0
,210451,[],CHEMBL650384,Inhibition of erbB2 overexpressing BT474 (breast carcinoma) cell line proliferation,F,,,BAO_0000190,BAO_0000019,assay format,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004.0,,CHEMBL493428,,CHEMBL493428,6.41,0,http://www.openphacts.org/units/Nanomolar,15411,=,1,1,=,,IC50,nM,,390.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,0.39
,216292,[],CHEMBL682312,Inhibitory activity against ERBB2 receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CN(CCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)CCS(C)(=O)=O,,,CHEMBL1146682,Bioorg Med Chem Lett,2004.0,"{'bei': '11.04', 'le': '0.21', 'lle': '1.05', 'sei': '6.14'}",CHEMBL14874,,CHEMBL14874,5.75,0,http://www.openphacts.org/units/Nanomolar,15416,=,1,1,=,,IC50,nM,,1778.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,1778.0
,272861,[],CHEMBL673953,Inhibition of ErbB-2,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)cs1,,,CHEMBL1136583,Bioorg Med Chem Lett,2003.0,"{'bei': '13.87', 'le': '0.28', 'lle': '1.66', 'sei': '7.40'}",CHEMBL160846,,CHEMBL160846,7.85,0,http://www.openphacts.org/units/Nanomolar,309600,=,1,1,=,,IC50,nM,,14.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,0.014
,272865,[],CHEMBL751756,Inhibition of erbB-2 overexpressing N87 (Gastric) tumor cell proliferation,F,,,BAO_0000190,BAO_0000019,assay format,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)cs1,,,CHEMBL1136583,Bioorg Med Chem Lett,2003.0,,CHEMBL160846,,CHEMBL160846,6.44,0,http://www.openphacts.org/units/Nanomolar,309600,=,1,1,=,,IC50,nM,,360.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,0.36
,272866,[],CHEMBL650385,Inhibition of erbB-2 overexpressing BT474 (Breast) tumor cell proliferation,F,,,BAO_0000190,BAO_0000019,assay format,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)cs1,,,CHEMBL1136583,Bioorg Med Chem Lett,2003.0,,CHEMBL160846,,CHEMBL160846,6.55,0,http://www.openphacts.org/units/Nanomolar,309600,=,1,1,=,,IC50,nM,,280.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,0.28
,274081,[],CHEMBL673953,Inhibition of ErbB-2,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)cs1,,,CHEMBL1136583,Bioorg Med Chem Lett,2003.0,"{'bei': '13.77', 'le': '0.27', 'lle': '1.79', 'sei': '6.90'}",CHEMBL422347,,CHEMBL422347,7.32,0,http://www.openphacts.org/units/Nanomolar,309598,=,1,1,=,,IC50,nM,,48.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,0.048
,274085,[],CHEMBL751756,Inhibition of erbB-2 overexpressing N87 (Gastric) tumor cell proliferation,F,,,BAO_0000190,BAO_0000019,assay format,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)cs1,,,CHEMBL1136583,Bioorg Med Chem Lett,2003.0,,CHEMBL422347,,CHEMBL422347,5.82,0,http://www.openphacts.org/units/Nanomolar,309598,=,1,1,=,,IC50,nM,,1500.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,1.5
,274086,[],CHEMBL650385,Inhibition of erbB-2 overexpressing BT474 (Breast) tumor cell proliferation,F,,,BAO_0000190,BAO_0000019,assay format,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)cs1,,,CHEMBL1136583,Bioorg Med Chem Lett,2003.0,,CHEMBL422347,,CHEMBL422347,6.07,0,http://www.openphacts.org/units/Nanomolar,309598,=,1,1,=,,IC50,nM,,860.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,0.86
,275242,[],CHEMBL673953,Inhibition of ErbB-2,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3c2)cs1,,,CHEMBL1136583,Bioorg Med Chem Lett,2003.0,"{'bei': '13.59', 'le': '0.26', 'lle': '2.20', 'sei': '6.59'}",CHEMBL160303,,CHEMBL160303,7.55,0,http://www.openphacts.org/units/Nanomolar,309602,=,1,1,=,,IC50,nM,,28.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,0.028
,275246,[],CHEMBL751756,Inhibition of erbB-2 overexpressing N87 (Gastric) tumor cell proliferation,F,,,BAO_0000190,BAO_0000019,assay format,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3c2)cs1,,,CHEMBL1136583,Bioorg Med Chem Lett,2003.0,,CHEMBL160303,,CHEMBL160303,7.05,0,http://www.openphacts.org/units/Nanomolar,309602,=,1,1,=,,IC50,nM,,90.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,0.09
,275247,[],CHEMBL650385,Inhibition of erbB-2 overexpressing BT474 (Breast) tumor cell proliferation,F,,,BAO_0000190,BAO_0000019,assay format,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3c2)cs1,,,CHEMBL1136583,Bioorg Med Chem Lett,2003.0,,CHEMBL160303,,CHEMBL160303,7.22,0,http://www.openphacts.org/units/Nanomolar,309602,=,1,1,=,,IC50,nM,,60.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,0.06
,276642,[],CHEMBL673953,Inhibition of ErbB-2,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)cs1,,,CHEMBL1136583,Bioorg Med Chem Lett,2003.0,"{'bei': '10.44', 'le': '0.21', 'lle': '-0.29', 'sei': '5.90'}",CHEMBL269620,,CHEMBL269620,6.26,0,http://www.openphacts.org/units/Nanomolar,309599,=,1,1,=,,IC50,nM,,550.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,0.55
,276646,[],CHEMBL751756,Inhibition of erbB-2 overexpressing N87 (Gastric) tumor cell proliferation,F,,,BAO_0000190,BAO_0000019,assay format,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)cs1,,,CHEMBL1136583,Bioorg Med Chem Lett,2003.0,,CHEMBL269620,,CHEMBL269620,5.13,0,http://www.openphacts.org/units/Nanomolar,309599,=,1,1,=,,IC50,nM,,7400.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,7.4
,276647,[],CHEMBL650385,Inhibition of erbB-2 overexpressing BT474 (Breast) tumor cell proliferation,F,,,BAO_0000190,BAO_0000019,assay format,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)cs1,,,CHEMBL1136583,Bioorg Med Chem Lett,2003.0,,CHEMBL269620,,CHEMBL269620,4.82,0,http://www.openphacts.org/units/Nanomolar,309599,=,1,1,=,,IC50,nM,,15000.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,15.0
,283628,[],CHEMBL673953,Inhibition of ErbB-2,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1,,,CHEMBL1136583,Bioorg Med Chem Lett,2003.0,"{'bei': '13.45', 'le': '0.28', 'lle': '1.53', 'sei': '7.40'}",CHEMBL155761,,CHEMBL155761,7.85,0,http://www.openphacts.org/units/Nanomolar,309601,=,1,1,=,,IC50,nM,,14.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,0.014
,283632,[],CHEMBL751756,Inhibition of erbB-2 overexpressing N87 (Gastric) tumor cell proliferation,F,,,BAO_0000190,BAO_0000019,assay format,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1,,,CHEMBL1136583,Bioorg Med Chem Lett,2003.0,,CHEMBL155761,,CHEMBL155761,6.89,0,http://www.openphacts.org/units/Nanomolar,309601,=,1,1,=,,IC50,nM,,130.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,0.13
,283633,[],CHEMBL650385,Inhibition of erbB-2 overexpressing BT474 (Breast) tumor cell proliferation,F,,,BAO_0000190,BAO_0000019,assay format,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1,,,CHEMBL1136583,Bioorg Med Chem Lett,2003.0,,CHEMBL155761,,CHEMBL155761,6.96,0,http://www.openphacts.org/units/Nanomolar,309601,=,1,1,=,,IC50,nM,,110.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,0.11
,284918,[],CHEMBL673953,Inhibition of ErbB-2,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1,,,CHEMBL1136583,Bioorg Med Chem Lett,2003.0,"{'bei': '14.02', 'le': '0.30', 'lle': '1.95', 'sei': '6.92'}",CHEMBL157084,,CHEMBL157084,6.70,0,http://www.openphacts.org/units/Nanomolar,309597,=,1,1,=,,IC50,nM,,200.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,0.2
,284922,[],CHEMBL751756,Inhibition of erbB-2 overexpressing N87 (Gastric) tumor cell proliferation,F,,,BAO_0000190,BAO_0000019,assay format,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1,,,CHEMBL1136583,Bioorg Med Chem Lett,2003.0,,CHEMBL157084,,CHEMBL157084,5.36,0,http://www.openphacts.org/units/Nanomolar,309597,=,1,1,=,,IC50,nM,,4400.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,4.4
,284923,[],CHEMBL650385,Inhibition of erbB-2 overexpressing BT474 (Breast) tumor cell proliferation,F,,,BAO_0000190,BAO_0000019,assay format,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1,,,CHEMBL1136583,Bioorg Med Chem Lett,2003.0,,CHEMBL157084,,CHEMBL157084,5.62,0,http://www.openphacts.org/units/Nanomolar,309597,=,1,1,=,,IC50,nM,,2400.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,2.4
,305237,[],CHEMBL769140,Inhibitory activity tested against protein kinase HER-2,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C)c(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(C)c1,,,CHEMBL1136802,J Med Chem,2003.0,"{'bei': '13.99', 'le': '0.26', 'lle': '0.49', 'sei': '5.29'}",CHEMBL55993,,CHEMBL55993,4.30,0,http://www.openphacts.org/units/Nanomolar,275687,=,1,1,=,,IC50,nM,,50118.72,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,pIC50,,UO_0000065,,4.3
,306530,[],CHEMBL769140,Inhibitory activity tested against protein kinase HER-2,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(C)c1NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,,,CHEMBL1136802,J Med Chem,2003.0,"{'bei': '14.50', 'le': '0.27', 'lle': '1.21', 'sei': '4.79'}",CHEMBL55360,,CHEMBL55360,4.47,0,http://www.openphacts.org/units/Nanomolar,275688,=,1,1,=,,IC50,nM,,33884.42,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,pIC50,,UO_0000065,,4.47
